Device, URL, RAM, CPU, Display Resolution, Instruction Set, OpenGL ES 2.0, Vector Floating Point
Samsung SGH-i897 Galaxy S Captivate, http://pdadb.net/index.php?m=specs&id=2430&view=1, 512, 1000, 480x800, ARMv7,, Yes
FirstOne F910 B, http://pdadb.net/index.php?m=specs&id=2522&view=1, 256, 600, 480x320, ARMv6, Yes,
FirstOne GW10, http://pdadb.net/index.php?m=specs&id=2524&view=1, 256,, 320x240, , ,
WellcoM A66, http://pdadb.net/index.php?m=specs&id=2946&view=1, 256, 528, 320x240, ARMv6,,
Samsung SGH-T959 Galaxy S Vibrant, http://pdadb.net/index.php?m=specs&id=2439&view=1, 512, 1000, 480x800, ARMv7,, Yes
General Mobile Cosmos, http://pdadb.net/index.php?m=specs&id=2408&view=1, 128,, 320x480, ARMv5TE,,,
Motorola QRTY A853, http://pdadb.net/index.php?m=specs&id=2553&view=1, 256, 600, 480x854, ARMv7, Yes,
Motorola MOTO XT702, http://pdadb.net/index.php?m=specs&id=2554&view=1, 256, 600, 480x854, ARMv7, Yes,
Motorola MOTO ME501, http://pdadb.net/index.php?m=specs&id=2556&view=1, 256, 528, 320x480, ARMv6,,
Samsung GT-i8520 Galaxy Beam 16GB / Halo, http://pdadb.net/index.php?m=specs&id=2238&view=1, 384, 720, 480x800, ARMv7, Yes,
Motorola DROID X MB810 / Droid Xtreme (Motorola Shadow), http://pdadb.net/index.php?m=specs&id=2172&view=1, 512, 1000, 480x854, ARMv7, Yes,
Alcatel One Touch OT-980, http://pdadb.net/index.php?m=specs&id=2209&view=1, 192, 600, 240x320, ARMv6, Yes,
HTC Aria A6380 (HTC Liberty), http://pdadb.net/index.php?m=specs&id=2619&view=1, 384, 600, 320x480, ARMv6, Yes,
WellcoM A69, http://pdadb.net/index.php?m=specs&id=2945&view=1, 256, 416, 320x240, ARMv5TEJ,,
Optimus Boston (Commtiva Z71), http://pdadb.net/index.php?m=specs&id=2999&view=1, 256, 600, 320x480, ARMv6, Yes,
Sony Ericsson Xperia X10a (SE Rachael), http://pdadb.net/index.php?m=specs&id=2081&view=1, 384, 1000, 480x854, ARMv7, Yes,
FirstOne F910, http://pdadb.net/index.php?m=specs&id=2521&view=1, 256, 600, 480x320, ARMv6, Yes,
Samsung SPH-M910 Intercept, http://pdadb.net/index.php?m=specs&id=2383&view=1, 256, 800, 240x400, ARMv6,,
HP Compaq AirLife 100, http://pdadb.net/index.php?m=specs&id=2382&view=1, 512, 1000, 1024x600, ARMv7, Yes,
Motorola XT800c Titanium (Motorola Zeppelin), http://pdadb.net/index.php?m=specs&id=2452&view=1, 256, 550, 480x854, ARMv7, Yes,
Samsung SCH-R880 Acclaim, http://pdadb.net/index.php?m=specs&id=2393&view=1, 256, 800, 320x480, , ,
ZTE N600 Racer (ZTE Link), http://pdadb.net/index.php?m=specs&id=2398&view=1, 128, 600, 240x320, ARMv6, Yes,
Samsung GT-i5801 Galaxy Apollo / Galaxy Naos, http://pdadb.net/index.php?m=specs&id=2392&view=1, 256, 667, 240x400, ARMv6,,
1und1 SmartPad, http://pdadb.net/index.php?m=specs&id=2486&view=1, 256, 500, 800x480, ARMv6,, Yes
Inventec N18 / N18C Dr. eye, http://pdadb.net/index.php?m=specs&id=2477&view=1, 128, 624, 800x480, ARM,,
QiGi A1, http://pdadb.net/index.php?m=specs&id=2763&view=1, 128, 468, 480x800, , ,
Huawei U8110, http://pdadb.net/index.php?m=specs&id=2255&view=1, 256, 528, 240x320, ARMv6,,
Red Bull Mobile RBM2 (Huawei U8230), http://pdadb.net/index.php?m=specs&id=2513&view=1, 128, 528, 320x480, ARMv6,,
HTC Wildfire A3333 (HTC Buzz), http://pdadb.net/index.php?m=specs&id=2125&view=1, 384, 528, 240x320, ARMv6,,
Garmin-Asus nuvifone A10, http://pdadb.net/index.php?m=specs&id=2363&view=1, 512, 600, 320x480, ARMv6, Yes,
Sharp IS01, http://pdadb.net/index.php?m=specs&id=2469&view=1,, 1000, 960x480, ARMv7, Yes,
Motorola Milestone XT720 (Motorola Sholes Tablet), http://pdadb.net/index.php?m=specs&id=2409&view=1, 256, 720, 480x854, ARMv7, Yes,
Sony Ericsson Xperia X10 mini pro U20a (SE Mimmi), http://pdadb.net/index.php?m=specs&id=2239&view=1, 256, 600, 240x320, ARMv6, Yes,
Samsung SHW-M110S Galaxy S, http://pdadb.net/index.php?m=specs&id=2561&view=1,, 1000, 480x800, ARMv7,, Yes
Samsung GT-i9000 Galaxy S 16GB, http://pdadb.net/index.php?m=specs&id=2298&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung GT-i9000 Galaxy S 8GB, http://pdadb.net/index.php?m=specs&id=2428&view=1, 512, 1000, 480x800, ARMv7,, Yes
HTC Aria A6366 (HTC Liberty), http://pdadb.net/index.php?m=specs&id=2424&view=1, 384, 600, 320x480, ARMv6, Yes,
Google Nexus One KT (HTC Passion), http://pdadb.net/index.php?m=specs&id=2433&view=1, 512, 998, 480x800, ARMv7, Yes,
HTC Legend A6365 Bell, http://pdadb.net/index.php?m=specs&id=2618&view=1, 384, 600, 320x480, ARMv6, Yes,
Dopod A6388 (HTC HuangShan), http://pdadb.net/index.php?m=specs&id=2260&view=1,,, 320x480, ARMv6,, Yes
Sony Ericsson Xperia X10 mini E10a (SE Robyn), http://pdadb.net/index.php?m=specs&id=2240&view=1, 256, 600, 240x320, ARMv6, Yes,
Archos 7 Home Tablet 8GB, http://pdadb.net/index.php?m=specs&id=2444&view=1, 128, 600, 480x800, ARMv5,,
MAG iMiTO iM7, http://pdadb.net/index.php?m=specs&id=2696&view=1, 256, 800, 800x480, ARMv6,,
Archos 7 Home Tablet 2GB, http://pdadb.net/index.php?m=specs&id=2445&view=1, 128, 600, 480x800, ARMv5,,
Dell Streak EU (Dell Mini 5), http://pdadb.net/index.php?m=specs&id=2211&view=1, 512, 1000, 480x800, ARMv7, Yes,
Ziss Cube MID, http://pdadb.net/index.php?m=specs&id=2468&view=1, 128, 600, 480x800, ARMv5,,
T-Mobile myTouch2 3G Slide (HTC Espresso), http://pdadb.net/index.php?m=specs&id=2201&view=1, 512, 600, 320x480, ARMv6, Yes,
MENQ EasyPC E790 Android, http://pdadb.net/index.php?m=specs&id=2465&view=1, 128, 533, 800x480, ARMv4T,,
Eken M001, http://pdadb.net/index.php?m=specs&id=2482&view=1, 128, 533, 480x800, , ,
Eken M003, http://pdadb.net/index.php?m=specs&id=2483&view=1, 128, 600, 600x800, , ,
Eken M002, http://pdadb.net/index.php?m=specs&id=2484&view=1, 128, 533, 480x800, , ,
Motorola Milestone A854, http://pdadb.net/index.php?m=specs&id=2245&view=1, 256, 550, 480x854, ARMv7, Yes,
ICD Vega, http://pdadb.net/index.php?m=specs&id=2294&view=1, 512, 1000, 1366x768, ARMv7-A, Yes,
WellcoM A68, http://pdadb.net/index.php?m=specs&id=2944&view=1, 256, 416, 320x240, ARMv5TEJ,,
Orange Boston (Commtiva Z71), http://pdadb.net/index.php?m=specs&id=2919&view=1, 256, 600, 320x480, ARMv6, Yes,
LG Optimus GT540 (LG Swift), http://pdadb.net/index.php?m=specs&id=2274&view=1, 256, 600, 320x480, ARMv6, Yes,
LG Ally VS740, http://pdadb.net/index.php?m=specs&id=2404&view=1, 256, 600, 480x800, ARMv6, Yes,
Cincinnati Bell Blaze (Commtiva Z71), http://pdadb.net/index.php?m=specs&id=2968&view=1, 256, 600, 320x480, ARMv6, Yes,
Garmin-Asus nuvifone A50, http://pdadb.net/index.php?m=specs&id=2220&view=1, 256, 600, 320x480, ARMv6, Yes,
Acer beTouch E110 B, http://pdadb.net/index.php?m=specs&id=2231&view=1, 256, 416, 240x320, ARMv5TEJ,,
Dopod A8188 (HTC Dragon), http://pdadb.net/index.php?m=specs&id=2259&view=1, 384, 1000, 480x800, ARMv7, Yes,
Motorola MOTO MT720, http://pdadb.net/index.php?m=specs&id=2557&view=1, 256, 624, 480x854, ARM,,
LG LU2300 Optimus Q, http://pdadb.net/index.php?m=specs&id=2273&view=1, 512, 1000, 480x800, ARMv7, Yes,
Samsung SGH-T959P Fascinate 4G, http://pdadb.net/index.php?m=specs&id=3732&view=1, 512, 1000, 480x800, ARMv7,, Yes
T-Mobile Garminfone A50, http://pdadb.net/index.php?m=specs&id=2335&view=1, 256, 600, 320x480, ARMv6, Yes,
Dell Aero, http://pdadb.net/index.php?m=specs&id=2212&view=1, 256, 624, 360x640, ARMv5TE,,,
ICD Ultra, http://pdadb.net/index.php?m=specs&id=2293&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Sprint Google Nexus One (HTC Passion), http://pdadb.net/index.php?m=specs&id=2299&view=1, 512, 998, 480x800, ARMv7, Yes,
FirstOne P5b, http://pdadb.net/index.php?m=specs&id=2515&view=1, 128, 624, 800x480, ARM,,
FirstOne P5w, http://pdadb.net/index.php?m=specs&id=2517&view=1, 128, 624, 800x480, ARM,,
FirstOne P5g, http://pdadb.net/index.php?m=specs&id=2516&view=1, 128, 624, 800x480, ARM,,
FirstOne P7w, http://pdadb.net/index.php?m=specs&id=2518&view=1, 128, 624, 800x480, ARM,,
FirstOne P7g, http://pdadb.net/index.php?m=specs&id=2519&view=1, 128, 624, 800x480, ARM,,
FirstOne P7b, http://pdadb.net/index.php?m=specs&id=2520&view=1, 128, 624, 800x480, ARM,,
Dell Mini 3iX, http://pdadb.net/index.php?m=specs&id=2078&view=1, 256, 624, 360x640, ARMv5TE,,,
Kyocera Zio M6000, http://pdadb.net/index.php?m=specs&id=2297&view=1, 256, 600, 480x800, ARMv6, Yes,
Pantech IM-A600S Sirius, http://pdadb.net/index.php?m=specs&id=2396&view=1, 512, 1000, 480x800, ARMv7, Yes,
Verizon HTC Droid Incredible ADR6300 (HTC Incredible C), http://pdadb.net/index.php?m=specs&id=2234&view=1, 512, 1000, 480x800, ARMv7, Yes,
Telstra HTC Desire A8183 (HTC Bravo), http://pdadb.net/index.php?m=specs&id=2365&view=1, 576, 1000, 480x800, ARMv7, Yes,
Vodafone 845, http://pdadb.net/index.php?m=specs&id=2270&view=1, 256,, 240x320, , ,
Acer beTouch E400 B, http://pdadb.net/index.php?m=specs&id=2249&view=1, 256, 600, 320x480, ARMv6, Yes,
NTT DoCoMo Xperia SO-01B (SE Rachael), http://pdadb.net/index.php?m=specs&id=2195&view=1, 384, 1000, 480x854, ARMv7, Yes,
Acer Liquid S100 B (Acer A1), http://pdadb.net/index.php?m=specs&id=2131&view=1, 256, 768, 480x800, ARMv7, Yes,
Lenovo LePhone, http://pdadb.net/index.php?m=specs&id=2184&view=1, 256, 1000, 800x480, ARMv7, Yes,
Cincinnati Bell Huawei U8100, http://pdadb.net/index.php?m=specs&id=2967&view=1, 256, 528, 240x320, ARMv6,,
Sprint HTC EVO 4G A9292 (HTC Supersonic), http://pdadb.net/index.php?m=specs&id=2233&view=1, 512, 1000, 480x800, ARMv7, Yes,
Acer Liquid E (Acer A1E), http://pdadb.net/index.php?m=specs&id=2237&view=1, 512, 768, 480x800, ARMv7, Yes,
Acer beTouch E400, http://pdadb.net/index.php?m=specs&id=2246&view=1, 256, 600, 320x480, ARMv6, Yes,
Philips CTV900WHT / V900, http://pdadb.net/index.php?m=specs&id=2419&view=1, 128,, 480x800, , ,
HOTT MD500 16GB, http://pdadb.net/index.php?m=specs&id=2470&view=1, 128, 600, 800x480, ARMv5,,
HTC Desire A8181 (HTC Bravo), http://pdadb.net/index.php?m=specs&id=2251&view=1, 576, 1000, 480x800, ARMv7, Yes,
Huawei U8100, http://pdadb.net/index.php?m=specs&id=2256&view=1, 256, 528, 240x320, ARMv6,,
Ziss Soho 3, http://pdadb.net/index.php?m=specs&id=2467&view=1, 128, 624, 240x400, ARM,,
SMiT MID-560 8GB, http://pdadb.net/index.php?m=specs&id=2455&view=1, 256, 667, 800x480, ARMv6,,
HTC Legend A6363, http://pdadb.net/index.php?m=specs&id=2123&view=1, 384, 600, 320x480, ARMv6, Yes,
Acer beTouch E110, http://pdadb.net/index.php?m=specs&id=2230&view=1, 256, 416, 240x320, ARMv5TEJ,,
Motorola Quench MB501, http://pdadb.net/index.php?m=specs&id=2241&view=1, 256, 528, 320x480, ARMv6,,
Samsung SCH-i899, http://pdadb.net/index.php?m=specs&id=2132&view=1, 256,, 320x480, , ,
Samsung SHW-M100S Galaxy A, http://pdadb.net/index.php?m=specs&id=2210&view=1, 512, 720, 480x800, ARMv7, Yes,
Motorola DEVOUR A555 (Motorola Calgary), http://pdadb.net/index.php?m=specs&id=2010&view=1, 256, 600, 320x480, ARMv6, Yes,
LG InTouch Max GW620 US (LG Etna), http://pdadb.net/index.php?m=specs&id=2189&view=1, 256, 528, 320x480, ARMv6,,
Sony Ericsson Xperia X10 mini E10 / E10i (SE Robyn), http://pdadb.net/index.php?m=specs&id=2180&view=1, 256, 600, 240x320, ARMv6, Yes,
Sony Ericsson Xperia X10 mini pro U20 / U20i (SE Mimmi), http://pdadb.net/index.php?m=specs&id=2243&view=1, 256, 600, 240x320, ARMv6, Yes,
Sony Ericsson Xperia X10 / X10i (SE Rachael), http://pdadb.net/index.php?m=specs&id=1967&view=1, 384, 1000, 480x854, ARMv7, Yes,
Motorola CLIQ XT MB501, http://pdadb.net/index.php?m=specs&id=2242&view=1, 256, 528, 320x480, ARMv6,,
Google Nexus One US (HTC Passion), http://pdadb.net/index.php?m=specs&id=2200&view=1, 512, 998, 480x800, ARMv7, Yes,
Motorola BACKFLIP MB300 (Motorola Motus), http://pdadb.net/index.php?m=specs&id=2086&view=1, 256, 528, 320x480, ARMv6,,
WellcoM A88 3G (Commtiva Z71), http://pdadb.net/index.php?m=specs&id=2947&view=1, 256, 600, 320x480, ARMv6, Yes,
enTourage eDGe, http://pdadb.net/index.php?m=specs&id=2292&view=1, 512, 800, 1024x600 1200x825, ARM,,
Philips CTV808BLK / V808, http://pdadb.net/index.php?m=specs&id=1999&view=1, 128,, 320x480, , ,
Motorola MOTOROI XT720 (Motorola Sholes Tablet), http://pdadb.net/index.php?m=specs&id=2188&view=1, 256, 600, 480x854, ARMv7, Yes,
T-Mobile Pulse Mini (Huawei U8110), http://pdadb.net/index.php?m=specs&id=2252&view=1, 256, 528, 240x320, ARMv6,,
LG GW620f (LG Etna), http://pdadb.net/index.php?m=specs&id=2190&view=1, 256, 528, 320x480, ARMv6,,
Hivision PWS700CA, http://pdadb.net/index.php?m=specs&id=2496&view=1, 128, 600, 800x480, ARMv5,,
T-Mobile myTouch 3G 1.2 (HTC Sapphire), http://pdadb.net/index.php?m=specs&id=2219&view=1, 256, 528, 320x480, ARMv6,,
Motorola MOTO XT701 (Motorola Sholes Tablet), http://pdadb.net/index.php?m=specs&id=2129&view=1, 256, 600, 480x854, ARMv7, Yes,
Motorola MT710 Zhiling, http://pdadb.net/index.php?m=specs&id=2084&view=1, 256, 624, 480x854, ARM,,
Motorola XT800 Zhisang (Motorola Zeppelin), http://pdadb.net/index.php?m=specs&id=2090&view=1, 256, 550, 480x854, ARMv7, Yes,
Samsung GT-i5700 Galaxy Portal, http://pdadb.net/index.php?m=specs&id=2205&view=1, 256, 800, 320x480, ARMv6,,
T-Mobile myTouch 3G Fender Limited Edition (HTC Sapphire), http://pdadb.net/index.php?m=specs&id=2178&view=1, 256, 528, 320x480, ARMv6,,
LG InTouch Max GW620 (LG Etna), http://pdadb.net/index.php?m=specs&id=2044&view=1, 256, 528, 320x480, ARMv6,,
Rogers HTC Magic Plus (HTC Sapphire), http://pdadb.net/index.php?m=specs&id=2489&view=1, 288, 528, 320x480, ARMv6,,
Motorola BACKFLIP ME600 (Motorola Motus), http://pdadb.net/index.php?m=specs&id=2555&view=1, 256, 528, 320x480, ARMv6,,
Saygus Vphone V1, http://pdadb.net/index.php?m=specs&id=2133&view=1, 256, 806, 480x800, ARM,,
Google Nexus One (HTC Passion), http://pdadb.net/index.php?m=specs&id=2067&view=1, 512, 998, 480x800, ARMv7, Yes,
Creative Zii Egg 32GB, http://pdadb.net/index.php?m=specs&id=2478&view=1, 256,, 480x320, ARMv5TEJ,,
Creative Zii Egg 64GB, http://pdadb.net/index.php?m=specs&id=2480&view=1, 256,, 480x320, ARMv5TEJ,,
LG GW880, http://pdadb.net/index.php?m=specs&id=2041&view=1, 256,, 480x800, , ,
Dopod A3288 (HTC Click 100), http://pdadb.net/index.php?m=specs&id=2144&view=1, 256, 528, 240x320, ARMv6,,
Camangi WebStation WS171, http://pdadb.net/index.php?m=specs&id=2466&view=1, 128, 624, 800x480, ARM,,
Motorola Milestone A853, http://pdadb.net/index.php?m=specs&id=2079&view=1, 256, 550, 480x854, ARMv7, Yes,
Acer Liquid S100 (Acer A1), http://pdadb.net/index.php?m=specs&id=2071&view=1, 256, 768, 480x800, ARMv7, Yes,
Dell Mini 3i, http://pdadb.net/index.php?m=specs&id=2022&view=1, 128, 528, 360x640, ARMv6,,
Verizon HTC Hero (HTC Hero), http://pdadb.net/index.php?m=specs&id=2061&view=1, 288, 528, 320x480, ARMv6,,
Samsung SGH-t939 Behold II, http://pdadb.net/index.php?m=specs&id=2065&view=1, 320,, 320x480, , ,
Samsung GT-i5700 Galaxy Spica, http://pdadb.net/index.php?m=specs&id=2033&view=1, 256, 800, 320x480, ARMv6,,
Highscreen Zeus (Geeksphone One), http://pdadb.net/index.php?m=specs&id=2088&view=1, 256, 528, 240x400, ARMv6,,
Motorola Droid A855 / Tao (Motorola Sholes), http://pdadb.net/index.php?m=specs&id=2011&view=1, 256, 600, 480x854, ARMv7, Yes,
HTC Droid Eris A6376, http://pdadb.net/index.php?m=specs&id=2080&view=1, 288, 528, 320x480, ARMv6,,
Samsung SPH-M900 Moment, http://pdadb.net/index.php?m=specs&id=2063&view=1, 288, 800, 320x480, ARMv6,,
Motorola CLIQ MB200 (Motorola Morrison), http://pdadb.net/index.php?m=specs&id=1998&view=1, 256, 528, 320x480, ARMv6,,
Creative Zii Egg, http://pdadb.net/index.php?m=specs&id=2479&view=1, 256,, 480x320, ARMv5TEJ,,
Huawei U8230, http://pdadb.net/index.php?m=specs&id=1948&view=1, 128, 528, 320x480, ARMv6,,
Samsung GT-i7500L Galaxy, http://pdadb.net/index.php?m=specs&id=2000&view=1, 192, 528, 320x480, ARMv6,,
Sprint HTC Hero A6277 (HTC Hero 200), http://pdadb.net/index.php?m=specs&id=2005&view=1, 288, 528, 320x480, ARMv6,,
HTC Tattoo A3232 (HTC Click 100), http://pdadb.net/index.php?m=specs&id=1997&view=1, 256, 528, 240x320, ARMv6,,
Archos 5 Internet Tablet 8GB, http://pdadb.net/index.php?m=specs&id=2074&view=1, 256, 800, 480x800, ARMv7, Yes,
Archos 5 Internet Tablet 32GB, http://pdadb.net/index.php?m=specs&id=2441&view=1, 256, 800, 480x800, ARMv7, Yes,
Archos 5 Internet Tablet 160GB, http://pdadb.net/index.php?m=specs&id=2442&view=1, 256, 800, 480x800, ARMv7, Yes,
Archos 5 Internet Tablet 500GB, http://pdadb.net/index.php?m=specs&id=2443&view=1, 256, 800, 480x800, ARMv7, Yes,
Motorola DEXT MB220 (Motorola Morrison), http://pdadb.net/index.php?m=specs&id=2045&view=1, 256, 528, 320x480, ARMv6,,
T-Mobile Pulse (Huawei U8220), http://pdadb.net/index.php?m=specs&id=2025&view=1, 192, 528, 320x480, ARMv6,,
Highscreen PP5420, http://pdadb.net/index.php?m=specs&id=2087&view=1, 128, 528, 240x400 128x96, ARMv6,,
General Mobile DSTL1 Imaginary, http://pdadb.net/index.php?m=specs&id=1714&view=1, 128, 624, 240x400, ARM,,
Lenovo Mobile O1 / Miro O1, http://pdadb.net/index.php?m=specs&id=2182&view=1, 128, 624, 320x480, ARMv5,,
Lenovo Mobile O1 ET70 / Miro O1, http://pdadb.net/index.php?m=specs&id=2183&view=1, 128, 624, 320x480, ARM,,
Dopod Hero A6288 (HTC Hero 100), http://pdadb.net/index.php?m=specs&id=2164&view=1, 288, 528, 320x480, ARMv6,,
HTC Hero A6265 (HTC Hero 130), http://pdadb.net/index.php?m=specs&id=1966&view=1, 288, 528, 320x480, ARMv6,,
T-Mobile myTouch 3G (HTC Sapphire 300), http://pdadb.net/index.php?m=specs&id=1888&view=1, 192, 528, 320x480, ARMv6,,
T-Mobile G2 Touch (HTC Hero 100), http://pdadb.net/index.php?m=specs&id=1955&view=1, 288, 528, 320x480, ARMv6,,
Dopod Magic A6188w (HTC Sapphire), http://pdadb.net/index.php?m=specs&id=2142&view=1, 192, 528, 320x480, ARMv6,,
Dopod Magic A6188 (HTC Sapphire), http://pdadb.net/index.php?m=specs&id=2143&view=1, 192, 528, 320x480, ARMv6,,
HTC Hero A6262 (HTC Hero 100), http://pdadb.net/index.php?m=specs&id=1954&view=1, 288, 528, 320x480, ARMv6,,
Samsung GT-i7500 Galaxy, http://pdadb.net/index.php?m=specs&id=1863&view=1, 192, 528, 320x480, ARMv6,,
HTC Dream (HTC Dream 110), http://pdadb.net/index.php?m=specs&id=1908&view=1, 192, 528, 320x480, ARMv6,,
Google Ion A6161 (HTC Sapphire), http://pdadb.net/index.php?m=specs&id=2147&view=1, 288, 528, 320x480, ARMv6,,
NTT DoCoMo PRO series HT-03A (HTC Sapphire), http://pdadb.net/index.php?m=specs&id=1963&view=1, 192, 528, 320x480, ARMv6,,
HTC Magic (HTC Sapphire 100), http://pdadb.net/index.php?m=specs&id=1708&view=1, 192, 528, 320x480, ARMv6,,
HTC Dream (HTC Dream 210), http://pdadb.net/index.php?m=specs&id=2075&view=1, 192, 528, 320x480, ARMv6,,
QiGi i6 Goal (TechFaith Lancer), http://pdadb.net/index.php?m=specs&id=1628&view=1, 128, 624, 240x320, ARM,,
WayteQ X-Phone Android (TechFaith Lancer), http://pdadb.net/index.php?m=specs&id=1801&view=1, 128, 624, 240x320, ARM,,
CompuLab Exeda, http://pdadb.net/index.php?m=specs&id=1709&view=1, 128, 520, 640x480, ARMv5TE,,
T-Mobile G1 (HTC Dream 100), http://pdadb.net/index.php?m=specs&id=1495&view=1, 192, 528, 320x480, ARMv6,,
Kogan Agora PRO (Cancelled), http://pdadb.net/index.php?m=specs&id=1617&view=1, 128, 624, 320x240, ARM,,
Kogan Agora (Cancelled), http://pdadb.net/index.php?m=specs&id=1618&view=1, 128, 624, 320x240, ARM,,
Samsung Galaxy S Pro 16GB (Cancelled), http://pdadb.net/index.php?m=specs&id=1864&view=1, 512, 1000, 480x800, ARMv7,, Yes
HTC Lancaster (Cancelled), http://pdadb.net/index.php?m=specs&id=1916&view=1, 128, 528, 240x320, ARMv6,,
Motorola Heron (Iron Man) (Cancelled), http://pdadb.net/index.php?m=specs&id=1918&view=1, 128, 528, 320x240, ARMv6,,
Haier H7 (Cancelled), http://pdadb.net/index.php?m=specs&id=1947&view=1, 128,, 320x480, , ,
Sunno S880 Android (Cancelled), http://pdadb.net/index.php?m=specs&id=2054&view=1, 128, 806, 480x800, ARM,,
Airis Alpha 680 (Cancelled), http://pdadb.net/index.php?m=specs&id=2060&view=1, 256,, 854x480, , ,
T-Mobile Bravo (HTC Bravo) (Cancelled), http://pdadb.net/index.php?m=specs&id=2121&view=1, 576, 1000, 480x800, ARMv7, Yes,
HTC Tide (Cancelled), http://pdadb.net/index.php?m=specs&id=2126&view=1, 256, 528, 240x320, ARMv6,,
Motorola MOTOSPLIT (Cancelled), http://pdadb.net/index.php?m=specs&id=2199&view=1, 512, 1000, 854x480, ARMv7, Yes,
Samsung Galaxy 2 (Cancelled), http://pdadb.net/index.php?m=specs&id=2206&view=1, 256, 1000, 320x480, ARMv7, Yes,
Dell Flash (Cancelled), http://pdadb.net/index.php?m=specs&id=2330&view=1, 512, 800, 480x800, ARMv7, Yes,
Dell Smoke (Cancelled), http://pdadb.net/index.php?m=specs&id=2337&view=1, 512, 800, 320x240, ARMv7, Yes,
Lenovo Skylight (Cancelled), http://pdadb.net/index.php?m=specs&id=2460&view=1, 512, 1000, 1280x720, ARMv7, Yes,
HTC Paradise (Cancelled), http://pdadb.net/index.php?m=specs&id=2512&view=1,,, 320x480, , ,
HTC Lead (Cancelled), http://pdadb.net/index.php?m=specs&id=2875&view=1, 768, 1200, 480x800, ARMv7,,
Samsung SGH-i757 Galaxy S II Skyrocket HD LTE (Samsung Dali) (Cancelled), http://pdadb.net/index.php?m=specs&id=3322&view=1, 1024, 1500, 720x1280, ARMv7,,
